Repository,Path,Extension,SizeBytes,Lines,Category,Module,Review status,Review depth,Key symbols,Issues found,Related routes,Related DB objects,Duplicate/obsolete status,Notes
AGT_ERP,implementation_Review/Foundation/Phase_002E_3_Planning/ERP_BASE_002E_3_MICROSOFT_GRAPH_ARCHITECTURE_PLAN.md,.md,14098,591,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002E_3_Planning/ERP_BASE_002E_3_MICROSOFT_GRAPH_SETUP_GUIDE.md,.md,12066,494,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002E_3_Planning/ERP_BASE_002E_3_PLANNING_COMPLETION_SUMMARY.md,.md,10251,315,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002E_3_Planning/ERP_BASE_002E_3_RISK_REGISTER.md,.md,17046,465,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002E_3_Planning/ERP_BASE_002E_3_SECURITY_AND_AUDIT_PLAN.md,.md,15035,581,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_2B_Analysis/ERP_BASE_002F_2B_NUMBERING_UI_ORG_BRANCH_AUTONUMBERING_ANALYSIS_PLAN.md,.md,44690,1205,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_2B_Implementation/ERP_BASE_002F_2B_EMPTY_FORM_DIAGNOSTIC_REPORT.md,.md,7245,228,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_2B_Implementation/ERP_BASE_002F_2B_NUMBERING_DRAWER_FIX_AND_ORG_BRANCH_AUTONUMBERING_IMPLEMENTATION_REPORT.md,.md,38978,1019,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_2_Implementation/ERP_BASE_002F_2A_NUMBERING_ENGINE_REVIEW_AND_COMPLETION_REPORT.md,.md,27185,771,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_2_Implementation/ERP_BASE_002F_2_GLOBAL_NUMBERING_ENGINE_IMPLEMENTATION_REPORT.md,.md,16682,531,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3A_Master_Data_Inventory/ERP_BASE_002F_3A_GLOBAL_MASTER_DATA_ARCHITECTURE_AND_INVENTORY_PLAN.md,.md,64097,1783,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3A_Master_Data_Inventory/ERP_BASE_002F_3A_R_REVISED_MASTER_DATA_ARCHITECTURE_AND_MENU_PLAN.md,.md,151623,2976,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3A_Master_Data_Inventory/ERP_BASE_002F_3B_GLOBAL_LOOKUP_DROPDOWN_ENGINE_IMPLEMENTATION_REPORT.md,.md,30270,901,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3A_Master_Data_Inventory/ERP_BASE_002F_3B_GLOBAL_LOOKUP_DROPDOWN_ENGINE_TECHNICAL_IMPLEMENTATION_PLAN.md,.md,119524,3096,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3A_Master_Data_Inventory/ERP_BASE_002F_3B_GLOBAL_LOOKUP_DROPDOWN_ENGINE_TECHNICAL_IMPLEMENTATION_PLAN_REV1.md,.md,109604,3078,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3A_Master_Data_Inventory/ERP_BASE_002F_3C_CORE_UAE_SHARED_MASTER_DATA_TECHNICAL_IMPLEMENTATION_PLAN.md,.md,122056,2911,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3A_Master_Data_Inventory/ERP_BASE_002F_3C_CORE_UAE_SHARED_MASTER_DATA_TECHNICAL_IMPLEMENTATION_PLAN_REV1.md,.md,26943,509,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3A_Master_Data_Inventory/ERP_BASE_002F_3C_CORE_UAE_SHARED_MASTER_DATA_TECHNICAL_IMPLEMENTATION_PLAN_REV2_COMPLETE.md,.md,254754,6515,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3A_Master_Data_Inventory/REPORT_STATUS.md,.md,8950,197,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3B_Implementation/ERP_BASE_002F_3B_FINAL_VERIFICATION_AND_FIX_REPORT.md,.md,24970,681,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3B_Implementation/ERP_BASE_002F_3B_LOOKUP_CATEGORIES_FORM_FIX_REPORT.md,.md,6575,215,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/COUNTRYSELECT_DISPLAY_FIX.md,.md,1908,67,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1A_GEOGRAPHY_INTEGRATION_IMPACT_PLAN.md,.md,84322,2045,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1B_1_ORGANIZATIONS_GEOGRAPHY_INTEGRATION_IMPLEMENTATION_REPORT.md,.md,30971,863,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1B_2_BRANCHES_GEOGRAPHY_INTEGRATION_BLOCKING_REPORT.md,.md,10691,276,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1B_GEOGRAPHY_UI_LOOKUP_DYNAMIC_FIX_REPORT.md,.md,15218,344,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_AREAS_ZONES_EMIRATE_FIX_REPORT.md,.md,17321,613,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_EMIRATE_DISPLAY_FIX_REPORT.md,.md,9543,335,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_FORM_STATE_CRITICAL_FIX_REPORT.md,.md,16763,570,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_FULL_MODULE_AUDIT_AND_VALIDATION_REPORT.md,.md,44524,1393,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_GLOBAL_REGION_COMPLETION_FIX_REPORT.md,.md,28764,878,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_GLOBAL_REGION_FINAL_CLEANUP_AND_VERIFICATION_REPORT.md,.md,36640,1093,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_GLOBAL_REGION_FIX_PLAN.md,.md,59134,1511,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_GLOBAL_REGION_IMPLEMENTATION_REPORT.md,.md,37714,1101,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_LOCATIONS_COMPLETION_FIX_REPORT.md,.md,28076,829,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_LOCATIONS_IMPLEMENTATION_REPORT.md,.md,37019,1087,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_LOCK_UNLOCK_FIX_REPORT.md,.md,16134,524,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C1_Implementation/ERP_BASE_002F_3C_1_GEOGRAPHY_UI_COMPLETION_REPORT.md,.md,14062,399,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C2_Implementation/ERP_BASE_002F_3C_2_FINANCE_BASICS_IMPLEMENTATION_REPORT.md,.md,9964,265,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C2_Planning/ERP_BASE_002F_3C_2_FINANCE_BASICS_TECHNICAL_IMPLEMENTATION_PLAN.md,.md,132498,3027,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C2_Planning/ERP_BASE_002F_3C_2_FINANCE_BASICS_TECHNICAL_IMPLEMENTATION_PLAN_REV1.md,.md,55452,1404,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C3_Implementation/ERP_BASE_002F_3C_3_UOM_IMPLEMENTATION_REPORT.md,.md,24836,702,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C3_Planning/ERP_BASE_002F_3C_3_UNITS_MEASUREMENTS_TECHNICAL_IMPLEMENTATION_PLAN.md,.md,82004,2106,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C4_Implementation/ERP_BASE_002F_3C_4A_2_SIDEBAR_MANUAL_MULTI_OPEN_LOGIN_DASHBOARD_FIX_REPORT.md,.md,26224,829,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C4_Implementation/ERP_BASE_002F_3C_4A_SIDEBAR_COLLAPSE_SCROLL_FIX_REPORT.md,.md,22041,694,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C4_Implementation/ERP_BASE_002F_3C_4B_MASTER_DATA_SELECTS_QA_FIX_REPORT.md,.md,44338,1102,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C4_Implementation/ERP_BASE_002F_3C_4C_FINAL_READINESS_REVIEW_MASTER_DATA_GATE_REPORT.md,.md,71782,1753,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3C4_Planning/ERP_BASE_002F_3C_4_INTEGRATION_SIDEBAR_SELECTS_QA_READINESS_PLAN.md,.md,65102,1502,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2B_Planning/ERP_BASE_002F_3E_2B_GLOBAL_MASTER_DATA_NUMBERING_READINESS_PLAN.md,.md,47805,1360,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2C_Implementation/ERP_BASE_002F_3E_2C_GLOBAL_MASTER_DATA_NUMBERING_IMPLEMENTATION_REPORT.md,.md,17931,554,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_COMPREHENSIVE_SCHEMA_ANALYSIS.md,.md,3810,119,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_CRITICAL_BUG_FIX_REV6.md,.md,6546,200,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_DATABASE_LOOKUPS_SEEDS_SQL_REVIEW_REPORT.md,.md,26811,622,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_DATABASE_LOOKUPS_SEEDS_SQL_REVIEW_REPORT_REV1.md,.md,30964,645,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_DATABASE_LOOKUPS_SEEDS_SQL_REVIEW_REPORT_REV2.md,.md,34295,715,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_DATABASE_LOOKUPS_SEEDS_SQL_REVIEW_REPORT_REV3.md,.md,24563,405,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_DATABASE_MIGRATION_APPLICATION_REPORT.md,.md,10103,296,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_DIAGNOSTIC_TEST_RESULTS.md,.md,5477,189,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_FINAL_FIX_REV7.md,.md,7155,201,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_FINAL_SAFETY_VERIFICATION_REPORT_REV5.md,.md,10102,281,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_MIGRATION_READY_SUMMARY.md,.md,3094,100,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_MIGRATION_VERIFICATION_REPORT_FINAL.md,.md,19196,467,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_PERMISSIONS_SCHEMA_FIX_REPORT.md,.md,5956,187,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_SQL_SCHEMA_COMPATIBILITY_FIX_REPORT.md,.md,18408,473,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_2_Implementation/ERP_BASE_002F_3E_2_TROUBLESHOOTING_IS_LOCKED_ERROR.md,.md,2711,82,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B1_StoreGuides/ERP_BASE_002F_3E_3B_1_STORE_GLOBAL_GUIDES_IMPLEMENTATION_REPORT.md,.md,12143,362,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B1_StoreGuides/README.md,.md,1151,48,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2A_Implementation/ERP_BASE_002F_3E_3B_2A_BASE_ERPCOMBOBOX_AND_LOOKUPSELECT_IMPLEMENTATION_REPORT.md,.md,20777,615,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2A_Implementation/README.md,.md,2446,83,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2B_Implementation/ERP_BASE_002F_3E_3B_2B_GEOGRAPHY_SELECT_WRAPPERS_IMPLEMENTATION_REPORT.md,.md,20472,573,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2B_Implementation/README.md,.md,2192,78,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2C_Implementation/ERP_BASE_002F_3E_3B_2C_FINANCE_SELECT_WRAPPERS_IMPLEMENTATION_REPORT.md,.md,21157,576,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2C_Implementation/README.md,.md,2687,88,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2D_QA/ERP_BASE_002F_3E_3B_2D_CUSTOMER_FORM_FINAL_QA_REPORT.md,.md,19270,603,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2D_QA/README.md,.md,3149,93,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2_Planning/ERP_BASE_002F_3E_3B_2_GLOBAL_COMBOBOX_FOUNDATION_NEXT_IMPLEMENTATION_PROMPT_PLAN.md,.md,29458,768,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2_Planning/ERP_BASE_002F_3E_3B_2_GLOBAL_COMBOBOX_FOUNDATION_RISK_IMPACT_REVIEW.md,.md,30605,819,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2_Planning/ERP_BASE_002F_3E_3B_2_GLOBAL_COMBOBOX_FOUNDATION_SQL_REVIEW.sql,.sql,13454,306,product source,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2_Planning/ERP_BASE_002F_3E_3B_2_GLOBAL_COMBOBOX_FOUNDATION_UIUX_TECHNICAL_PLAN.md,.md,65955,1825,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B2_Planning/README.md,.md,2427,71,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3C_Implementation/ERP_BASE_002F_3E_3B_3C_ADMIN_SYSTEM_FORMS_REQUIRED_FOOTER_IMPLEMENTATION_REPORT.md,.md,29701,745,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3C_Implementation/ERP_BASE_002F_3E_3B_3C_COMPLETION_FIX_NUMBERING_ASSIGN_ROLE_QA_REPORT.md,.md,23442,613,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3D_Implementation/ERP_BASE_002F_3E_3B_3D_CORE_MASTER_DATA_FORMS_REQUIRED_FOOTER_IMPLEMENTATION_REPORT.md,.md,30703,722,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3D_Implementation/ERP_BASE_002F_3E_3B_3D_REPORT_CORRECTION_AND_QA_CLOSURE_REPORT.md,.md,23595,586,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3E_Implementation/ERP_BASE_002F_3E_3B_3E_STANDALONE_AUTH_FORMS_REQUIREDLABEL_IMPLEMENTATION_REPORT.md,.md,29220,730,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3F_Implementation/ERP_BASE_002F_3E_3B_3F_CUSTOMER_SAVE_BUTTONS_FINAL_QA_FIX_REPORT.md,.md,44764,1221,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3F_Implementation/ERP_BASE_002F_3E_3B_3F_REQUIRED_FOOTER_FINAL_QA_REPORT.md,.md,32880,771,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3F_Implementation/ERP_BASE_002F_3E_3B_3F_SAVE_BUTTON_KEEP_FORM_OPEN_FIX_REPORT.md,.md,30252,987,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3_Implementation/ERP_BASE_002F_3E_3B_3B_FOOTER_STANDARD_ROLLOUT_MATRIX.md,.md,24825,773,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3_Implementation/ERP_BASE_002F_3E_3B_3B_GLOBAL_REQUIRED_FIELDS_AND_FOOTER_AUDIT_PLAN.md,.md,38973,979,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3_Implementation/ERP_BASE_002F_3E_3B_3B_NEXT_IMPLEMENTATION_PROMPT_PLAN.md,.md,24343,734,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3_Implementation/ERP_BASE_002F_3E_3B_3B_REQUIRED_FIELDS_MODULE_MATRIX.md,.md,23166,506,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3_Implementation/ERP_BASE_002F_3E_3B_3_REQUIRED_FIELD_MARKERS_AND_FORM_FOOTER_IMPLEMENTATION_REPORT.md,.md,25671,765,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B3_Implementation/README.md,.md,1072,30,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B4A_Implementation/ERP_BASE_002F_3E_3B_4A_SAFE_CLOSE_ROLLOUT_TO_REMAINING_FORMS_REPORT.md,.md,18280,467,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B4B_Implementation/ERP_BASE_002F_3E_3B_4B_SAFE_CLOSE_INVESTIGATION_AND_FIX_REPORT.md,.md,27512,755,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B4C_Implementation/ERP_BASE_002F_3E_3B_4C_SAFE_CLOSE_RUNTIME_INVESTIGATION_AND_FIX_REPORT.md,.md,12974,245,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B4_Implementation/ERP_BASE_002F_3E_3B_4_SAFE_CLOSE_UNSAVED_CHANGES_IMPLEMENTATION_REPORT.md,.md,43270,1248,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B5_Implementation/ERP_BASE_002F_3E_3B_5_GLOBAL_FORM_RUNTIME_QA_AND_STANDARD_CLOSURE_GATE_REPORT.md,.md,16469,326,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6A_Planning/ERP_BASE_002F_3E_3B_6A_GLOBAL_COMBOBOX_AND_FORM_RUNTIME_PERFORMANCE_AUDIT_PLAN.md,.md,28370,471,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6A_Planning/README.md,.md,440,9,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6B_Implementation/ERP_BASE_002F_3E_3B_6B_GLOBAL_LOOKUP_CACHE_AND_HOOK_STANDARD_IMPLEMENTATION_REPORT.md,.md,16879,388,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6C_Implementation/ERP_BASE_002F_3E_3B_6C_ERPCOMBOBOX_RUNTIME_DEBOUNCE_DIRTY_INTEGRATION_REPORT.md,.md,17958,420,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6D_Implementation/ERP_BASE_002F_3E_3B_6D_APPLY_OPTIMIZED_HOOKS_TO_CURRENT_FORMS_REPORT.md,.md,18222,341,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6E_Implementation/ERP_BASE_002F_3E_3B_6E_LAZY_LOAD_DRAWER_TABS_AND_CHILD_SECTIONS_REPORT.md,.md,18594,443,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6F_ClosureGate/ERP_BASE_002F_3E_3B_6F_GLOBAL_COMBOBOX_FORM_PERFORMANCE_RUNTIME_QA_CLOSURE_GATE_REPORT.md,.md,18020,355,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6G1_Implementation/ERP_BASE_002F_3E_3B_6G_1_GLOBAL_PARENT_FORM_RUNTIME_STANDARD_AND_PREFETCH_UTILITIES_REPORT.md,.md,13048,171,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6G2_Implementation/ERP_BASE_002F_3E_3B_6G_2_CUSTOMER_BASIC_TAB_LOOKUP_PREFETCH_WIRING_REPORT.md,.md,12406,150,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6G3B_Investigation/ERP_BASE_002F_3E_3B_6G_3B_CUSTOMER_CONTACTS_LOADING_INVESTIGATION_AND_FIX_REPORT.md,.md,12349,263,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6G3_Implementation/ERP_BASE_002F_3E_3B_6G_3_CUSTOMER_CHILD_TABLES_TANSTACK_QUERY_MIGRATION_REPORT.md,.md,11404,137,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6G4_Implementation/ERP_BASE_002F_3E_3B_6G_4_GENERIC_CHILD_TABLE_QUERY_INVALIDATION_PATTERN_REPORT.md,.md,11543,167,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6G5_Implementation/ERP_BASE_002F_3E_3B_6G_5_APPLY_STANDARD_TO_EXISTING_FORMS_FUTURE_READY_MODULES_REPORT.md,.md,18086,352,documentation/plan,implementation_Review,pending,not started,,,,,,
AGT_ERP,implementation_Review/Foundation/Phase_002F_3E_3B6G6_Implementation/ERP_BASE_002F_3E_3B_6G_6_RUNTIME_QA_CLOSURE_ORGANIZATION_BRANCH_PREFETCH_WIRING_REPORT.md,.md,15503,294,documentation/plan,implementation_Review,pending,not started,,,,,,
