table,column_count,columns
erp_ai_usage_logs,17,"id | provider_config_id | feature_area | operation_type | model_id | status | input_token_count | output_token_count | estimated_cost | duration_ms | error_message | metadata_json | created_by | created_at | document_id | ai_job_id | upload_session_id"
erp_app_branding_settings,20,"id | settings_code | app_name | app_short_name | tagline | support_email | support_phone | footer_text | theme_primary_color | theme_secondary_color | theme_accent_color | login_title | login_subtitle | is_active | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
erp_branding_assets,22,"id | asset_scope | app_settings_id | branding_profile_id | owner_company_id | asset_type | storage_bucket | storage_path | original_filename | mime_type | file_size_bytes | width_px | height_px | version_no | is_active | replaced_by_asset_id | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
erp_dms_temp_cleanup_runs,15,"id | run_at | mode | triggered_by | scanned | eligible | deleted | failed | skipped | bytes_freed | orphans_found | skip_reasons | errors | status | duration_ms"
erp_dms_temp_cleanup_settings,11,"id | enabled | retention_hours_completed | retention_hours_cancelled | retention_hours_failed | retention_hours_expired | batch_size | legal_hold_prefixes | manual_retain_session_ids | updated_at | updated_by"
erp_email_feature_flags,8,"id | feature_code | feature_name | is_enabled | requires_approval | notes | created_at | updated_at"
erp_email_provider_configs,31,"id | provider_code | provider_type | provider_name | is_default | is_enabled | is_active | tenant_id | client_id | authority_url | graph_base_url | sender_email | sender_display_name | reply_to_email | secret_ref | masked_secret_preview | auth_mode | send_mode | default_recipient_for_tests | throttle_per_minute | daily_send_limit | last_test_status | last_test_at | last_test_message | config_json | notes | created_by | created_at | updated_by | updated_at | deleted_at"
erp_email_queue,32,"id | queue_code | notification_id | provider_config_id | source_module | source_entity_type | source_entity_id | priority | status | from_email | to_emails | cc_emails | bcc_emails | reply_to_email | subject | html_body | text_body | template_code | template_variables_json | scheduled_for | processing_started_at | sent_at | cancelled_at | attempt_count | max_attempts | next_retry_at | last_error | external_message_id | created_by | created_at | updated_at | deleted_at"
erp_email_send_logs,18,"id | provider_config_id | feature_area | operation_type | status | from_email | to_emails | cc_emails | bcc_emails | subject | message_preview | external_message_id | duration_ms | attempt_count | last_error | metadata_json | created_by | created_at"
erp_generated_pdf_documents,54,"id | template_key | template_id | template_version | source_record_type | source_record_id | owner_company_id | storage_path | file_name | mime_type | file_size_bytes | page_count | checksum | checksum_verified_at | renderer | renderer_version | output_profile | locale | direction | generated_by | generated_at | validation_status | validation_report | approval_status | approved_by | approved_at | superseded_by_id | archived_at | archived_by | failure_reason | document_class | output_code | lifecycle_state | request_key | content_fingerprint | serial_no | serial_status | serial_void_reason | checksum_algorithm | chromium_version | data_snapshot_json | policy_snapshot_json | branding_snapshot_json | rendering_started_at | uploaded_at | issued_at | failed_at | cancelled_at | reconciled_at | revoked_at | revoked_by | revoke_reason | expires_at | supersedes_issuance_id"
erp_notification_delivery_logs,14,"id | notification_id | email_queue_id | provider_config_id | delivery_channel | status | message | external_message_id | duration_ms | attempt_number | error_message | metadata_json | created_by | created_at"
erp_notification_templates,18,"id | template_code | template_name | source_module | notification_type | subject_template | html_template | text_template | default_severity | default_channel_in_app | default_channel_email | is_system | is_active | created_by | created_at | updated_by | updated_at | deleted_at"
erp_notifications,26,"id | notification_code | source_module | source_entity_type | source_entity_id | notification_type | severity | title | message | recipient_user_id | recipient_role_code | recipient_email | channel_in_app | channel_email | status | scheduled_for | read_at | dismissed_at | archived_at | action_url | action_label | metadata_json | created_by | created_at | updated_at | deleted_at"
erp_output_class_policies,13,"document_class | class_name | description | qr_policy | qr_validity_days | approval_required | allow_quick_print | public_disclosure_level | requires_serial | official | notes | created_at | updated_at"
erp_output_public_links,39,"id | public_token | public_url_path | output_type | source_module | source_entity_type | source_entity_id | source_record_ref | document_title | document_subtitle | document_ref | document_date | owner_company_id | branding_profile_id | template_id | report_run_id | issued_by_user_profile_id | issued_at | expires_at | cancelled_at | cancelled_by_user_profile_id | cancel_reason | superseded_by_link_id | status | access_level | verification_summary_json | public_payload_json | download_file_path | download_file_mime_type | download_file_name | download_enabled | view_count | last_viewed_at | created_at | created_by | updated_at | updated_by | deleted_at | generated_pdf_document_id"
erp_report_branding_profiles,42,"id | profile_code | profile_name | profile_type | owner_company_id | logo_url | small_logo_url | stamp_url | signature_url | watermark_url | watermark_text | theme_primary_color | theme_secondary_color | theme_header_bg_color | theme_header_text_color | legal_name_en | legal_name_ar | trade_name_en | trade_name_ar | address_block_en | address_block_ar | phone | email | website | po_box | trn | trade_license_no | footer_text_en | footer_text_ar | signatory_name | signatory_title_en | signatory_title_ar | is_default_for_company | is_group_profile | is_neutral_profile | is_active | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
erp_report_column_profiles,11,"id | report_id | user_profile_id | profile_name | column_config_json | is_default | is_shared | created_at | updated_at | deleted_at | deleted_by"
erp_report_delivery_logs,19,"id | run_id | delivery_type | recipient_to | recipient_cc | recipient_bcc | subject | body_preview | attachment_format | attachment_filename | attachment_size_bytes | provider | delivery_status | provider_response_code | success | sent_at | error_message | created_at | created_by"
erp_report_registry,38,"id | report_code | report_name_en | report_name_ar | module_code | report_category | description_en | description_ar | default_template_id | default_output_formats | default_orientation | branding_strategy | branding_source_path | required_permissions | sensitive_profile | sensitive_field_rules_json | filter_schema_json | column_schema_json | supports_numbering | numbering_rule_code | supports_scheduling | is_letter_type | sort_order | is_system | is_active | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by | document_class | qr_policy_override | qr_validity_days_override | approval_required_override | allow_quick_print_override | public_disclosure_override | variable_allowlist"
erp_report_runs,26,"id | run_reference | report_id | report_code | run_by | run_status | output_format | filters_json | selected_template_id | resolved_branding_profile_id | owner_company_ids | was_multi_company | template_selected_manually | row_count | sensitive_profile | sensitive_data_included | redaction_summary_json | email_sent | email_to | email_delivery_status | numbering_issued | started_at | completed_at | duration_ms | error_message | created_at"
erp_report_saved_filters,11,"id | report_id | user_profile_id | filter_name | filters_json | is_default | is_shared | created_at | updated_at | deleted_at | deleted_by"
erp_report_schedule_runs,19,"id | schedule_id | scheduled_for | run_key | status | attempt_count | max_attempts | leased_by | leased_until | next_attempt_at | report_run_id | delivery_log_id | attachment_filename | attachment_size_bytes | recipient_count | failure_reason | started_at | finished_at | created_at"
erp_report_schedules,26,"id | schedule_code | report_id | created_by | owner_company_id | schedule_name | filters_json | selected_template_id | output_format | recipient_to | recipient_cc | email_subject_template | email_body_template | frequency | day_of_week | day_of_month | time_of_day | timezone | next_run_at | last_run_at | last_status | is_active | created_at | updated_at | deleted_at | deleted_by"
erp_report_template_events,7,"id | template_id | event_type | actor_user_profile_id | occurred_at | payload_json | notes"
erp_report_templates,60,"id | template_code | template_name | template_type | branding_profile_id | default_orientation | page_size | font_family | language_mode | show_logo | show_small_logo | show_address | show_trn | show_license | show_signatory | show_stamp | show_watermark | requires_stamp_permission | watermark_text | body_html_en | body_html_ar | custom_css | header_layout_json | footer_layout_json | body_layout_json | style_json | version_no | is_default | is_active | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by | parent_template_id | governance_status | submitted_at | submitted_by | approved_at | approved_by | approval_notes | rejected_at | rejected_by | rejection_reason | published_at | published_by | archived_at | archived_by | archive_reason | security_review_status | security_review_notes | security_review_at | security_review_by | visual_editor_engine | visual_layout_schema_version | visual_layout_updated_at | visual_layout_updated_by | body_schema_json | studio_schema_version"
fixed_charges,9,"id | charge_name | charge_type | amount | effective_from | effective_to | is_active | station_id | created_at"
global_lookup_categories,23,"id | category_code | category_name_en | category_name_ar | description | module_code | category_scope | supports_hierarchy | supports_color | supports_icon | supports_effective_dates | supports_metadata | is_system | is_locked | is_active | sort_order | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason"
global_lookup_values,25,"id | category_id | value_code | value_label_en | value_label_ar | description | parent_value_id | color_hex | icon_name | badge_variant | sort_order | is_default | is_system | is_locked | is_active | effective_from | effective_to | metadata_json | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason"
global_numbering_generated_references,24,"id | numbering_rule_id | sequence_state_id | generated_reference_number | generated_sequence_number | module_code | document_type_code | document_prefix | target_table_name | target_record_id | generation_status | generation_reason | reserved_at | consumed_at | cancelled_at | cancelled_reason | manual_override_used | manual_override_reason | generated_by | generated_at | created_at | created_by | updated_at | updated_by"
global_numbering_rules,33,"id | rule_code | rule_name | description | module_code | module_name | document_type_code | document_type_name | document_prefix | separator | format_template | sequence_length | padding_character | starting_sequence_number | current_sequence_number | next_sequence_number | reset_policy | reserve_on_draft | reserve_on_submit | allow_manual_override | manual_override_requires_permission | allow_gaps | cancelled_number_policy | duplicate_prevention_scope | is_active | is_locked | effective_from | effective_to | notes | created_at | created_by | updated_at | updated_by"
global_numbering_sequence_states,14,"id | numbering_rule_id | module_code | document_type_code | document_prefix | reset_period_key | last_sequence_number | next_sequence_number | last_generated_reference | last_generated_at | created_at | created_by | updated_at | updated_by"
government_authorities,31,"id | authority_code | authority_name_en | authority_name_ar | authority_type_code | authority_category_code | jurisdiction_level_code | website_url | primary_email | primary_phone | primary_mobile | country_id | emirate_id | city_id | area_zone_id | address_line_1 | address_line_2 | po_box | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
government_authority_addresses,31,"id | government_authority_id | address_type_code | country_id | emirate_id | city_id | area_zone_id | address_line_1 | address_line_2 | building_name | street_name | po_box | makani_number | latitude | longitude | is_primary | is_billing_address | is_shipping_address | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
government_authority_contacts,31,"id | government_authority_id | contact_code | contact_name_en | contact_name_ar | designation | department | contact_type_code | email | mobile | phone | whatsapp | is_primary | is_authorized_signatory | is_decision_maker | is_finance_contact | is_operations_contact | preferred_communication_code | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
government_authority_documents,27,"id | government_authority_id | document_type_code | document_name | document_number | issue_date | expiry_date | has_expiry | expiry_reminder_days | file_path | is_required | is_verified | verified_by | verified_at | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
hr_access_card_types,17,"id | code | name_en | name_ar | default_expiry_alert_days | scope_type | requires_work_site | requires_client_authority | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_approval_workflows,17,"id | workflow_code | workflow_name_en | workflow_name_ar | workflow_type | approval_step | approval_role_id | is_required | sla_hours | escalation_role_id | is_active | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_candidate_documents,10,"id | candidate_id | dms_document_id | document_purpose | verification_status | notes | created_at | created_by | deleted_at | deleted_by"
hr_candidates,29,"id | candidate_code | requisition_id | full_name_en | full_name_ar | gender | nationality_id | date_of_birth | mobile_number | email | current_location | source | agency_name | referred_by_employee_id | current_employer | current_position | expected_salary | notice_period_days | candidate_status | pipeline_stage | rating | availability_date | notes | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_employee_categories,13,"id | code | name_en | name_ar | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_employment_types,13,"id | code | name_en | name_ar | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_grades,14,"id | code | name_en | name_ar | grade_level | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_identity_document_types,19,"id | code | name_en | name_ar | requires_issue_date | requires_expiry_date | requires_document_number | default_expiry_alert_days | is_government_document | is_sensitive | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_interviews,18,"id | candidate_id | requisition_id | interview_round | interview_datetime | interview_location | interviewer_id | interview_status | result | score | feedback | next_step | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_job_requisitions,27,"id | requisition_code | requisition_title | owner_company_id | branch_id | department_id | designation_id | work_site_id | requested_by | hiring_manager_id | employment_type_id | employee_category_id | vacancies_count | target_start_date | requisition_status | priority | budgeted_salary_min | budgeted_salary_max | job_description | requirements | notes | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_leave_types,19,"id | code | name_en | name_ar | is_paid | requires_document | requires_approval | default_entitlement_days | reset_basis | allow_half_day | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_medical_record_types,17,"id | code | name_en | name_ar | default_validity_months | default_expiry_alert_days | is_confidential | requires_dms_document | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_mohre_establishments,13,"id | owner_company_id | establishment_number | establishment_name | emirate_id | status | notes | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_offers,24,"id | candidate_id | requisition_id | offer_status | offer_date | valid_until | proposed_joining_date | owner_company_id | branch_id | department_id | designation_id | employment_type_id | basic_salary | gross_salary | currency | approval_request_id | offer_document_id | notes | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_onboarding_tasks,20,"id | candidate_id | employee_id | task_title | task_category | task_status | assigned_to | due_date | completed_by | completed_at | related_record_type | related_record_id | dms_document_id | notes | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_payroll_groups,15,"id | code | name_en | name_ar | pay_frequency | wps_applicable_default | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_pro_process_types,16,"id | code | name_en | name_ar | default_due_days | default_expiry_alert_days | requires_dms_document | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_readiness_rule_templates,23,"id | rule_code | rule_name_en | rule_name_ar | readiness_dimension | requirement_type | required_document_type_id | required_training_type_id | required_access_card_type_id | required_medical_record_type_id | applies_to_category_id | applies_to_designation_id | applies_to_work_site_id | is_critical | expiry_buffer_days | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_relationship_types,13,"id | code | name_en | name_ar | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_role_requirement_matrix,13,"id | employee_category_id | designation_id | readiness_rule_template_id | is_required | notes | is_active | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_salary_component_types,17,"id | code | name_en | name_ar | component_kind | is_basic | is_wps_component | is_taxable | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_site_requirement_matrix,15,"id | work_site_id | access_card_type_id | training_type_id | medical_record_type_id | readiness_rule_template_id | is_required | notes | is_active | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_training_categories,13,"id | code | name_en | name_ar | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
hr_training_types,20,"id | code | name_en | name_ar | training_category_id | default_validity_months | default_expiry_alert_days | requires_certificate_number | requires_provider | is_site_required | is_designation_required | description | is_active | sort_order | created_at | updated_at | created_by | updated_by | deleted_at | deleted_by"
import_batches,11,"id | filename | status | records_total | records_success | records_failed | records_skipped | error_log | upload_date | user_id | created_at"
industry_sectors,12,"id | sector_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
invoice_methods,12,"id | method_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
maintenance_log,12,"id | issue_date | issue_type | description | status | resolution | resolved_date | downtime_hours | reported_by | station_id | created_at | updated_at"
notifications,8,"id | title | body | type | is_read | metadata | user_id | created_at"
operator_schedules,10,"id | schedule_date | shift_type | shift_duration | is_day_off | notes | operator_id | station_id | created_by | created_at"
operators,13,"id | name | card_number | email | phone_number | id_number | national_number | photo_url | status | notes | user_id | created_at | updated_at"
owner_companies,68,"id | legal_name_en | legal_name_ar | short_name | company_code | legal_form | country | emirate | trade_license_no | trn | corporate_tax_no | default_currency | status | primary_email | primary_phone | website | logo_url | created_at | updated_at | created_by | updated_by | city | area | address_line_1 | address_line_2 | po_box | makani_number | trade_license_issue_date | trade_license_expiry_date | licensing_authority | chamber_membership_no | chamber_membership_expiry_date | vat_registered | corporate_tax_registered | icv_certificate_no | icv_score | icv_issue_date | icv_expiry_date | adnoc_supplier_no | notes | internal_reference_number | country_id | emirate_id | city_id | area_zone_id | trade_name | main_activity | established_date | default_tax_type_id | default_bank_id | compliance_status | office_address_line_1 | office_address_line_2 | office_emirate_id | office_city_id | small_logo_url | stamp_url | signature_url | watermark_url | report_theme_primary_color | report_theme_secondary_color | report_footer_text_en | report_footer_text_ar | report_signatory_name | report_signatory_title_en | report_signatory_title_ar | default_report_template_id | default_letter_template_id"
owner_company_signatories,16,"id | company_id | user_id | full_name | designation | signature_scope | is_primary | is_active | effective_from | effective_to | notes | created_at | updated_at | created_by | updated_by | deleted_at"
parties,38,"id | party_code | display_name | legal_name_en | legal_name_ar | trade_name_en | trade_name_ar | short_name | party_nature_id | primary_party_type_id | parent_party_id | main_phone | main_mobile | whatsapp | main_email | alternate_email | website | country_id | emirate_id | city_id | area_zone_id | po_box | full_address_text | google_map_url | latitude | longitude | party_status_id | is_active | is_locked | is_system | remarks | deactivated_at | deactivated_by | deactivation_reason | created_at | created_by | updated_at | updated_by"
party_address_types,12,"id | address_type_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_addresses,28,"id | address_code | party_id | address_type_id | address_name | country_id | emirate_id | city_id | area_zone_id | street | building | floor | office_no | po_box | landmark | google_map_url | latitude | longitude | is_primary | is_billing_address | is_shipping_address | is_site_address | is_active | notes | created_at | created_by | updated_at | updated_by"
party_approval_statuses,12,"id | approval_status_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_bank_details,23,"id | bank_detail_code | party_id | bank_id | bank_name_text | account_holder_name | account_number | iban | swift_code | currency_id | branch_name | country_id | is_primary | is_verified | verified_by | verified_at | verification_document_id | is_active | remarks | created_at | created_by | updated_at | updated_by"
party_blacklist_statuses,12,"id | blacklist_status_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_compliance_profiles,26,"id | party_id | kyc_status_id | vendor_approval_status_id | customer_approval_status_id | subcontractor_approval_status_id | hse_approval_status_id | finance_approval_status_id | legal_approval_status_id | blacklist_status_id | blacklist_reason | risk_rating_id | credit_rating_id | payment_hold | payment_hold_reason | work_hold | work_hold_reason | approved_by | approved_at | last_review_date | next_review_date | remarks | created_at | created_by | updated_at | updated_by"
party_compliance_statuses,12,"id | compliance_status_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_consultant_profiles,12,"id | party_id | consultant_type_id | specialization_id | professional_license_required | approved_for_design | approved_for_supervision | consultant_remarks | created_at | created_by | updated_at | updated_by"
party_contact_departments,12,"id | contact_department_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_contact_roles,12,"id | contact_role_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_contacts,23,"id | contact_code | party_id | full_name | designation | department_id | contact_role_id | email | phone | mobile | whatsapp | is_primary | is_accounts_contact | is_sales_contact | is_operations_contact | is_hse_contact | is_documents_contact | is_active | notes | created_at | created_by | updated_at | updated_by"
party_credit_ratings,12,"id | credit_rating_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_customer_profiles,18,"id | party_id | customer_category_id | customer_status_id | industry_sector_id | sales_region_id | payment_term_id | credit_limit | credit_currency_id | sales_owner_user_id | requires_lpo | requires_contract | preferred_invoice_method_id | customer_remarks | created_at | created_by | updated_at | updated_by"
party_document_statuses,12,"id | document_status_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_document_types,12,"id | document_type_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_documents,24,"id | document_code | party_id | document_type_id | document_title | document_number | issue_date | expiry_date | issuing_authority_party_id | file_path | file_name | file_mime_type | file_size | expiry_required | renewal_notice_days | document_status_id | uploaded_by | uploaded_at | remarks | created_at | created_by | updated_at | updated_by | dms_document_id"
party_finance_profiles,16,"id | party_id | default_currency_id | default_payment_term_id | default_payment_method_id | credit_limit | credit_currency_id | finance_hold | finance_hold_reason | finance_hold_by | finance_hold_at | finance_remarks | created_at | created_by | updated_at | updated_by"
party_government_authority_profiles,13,"id | party_id | authority_type_id | jurisdiction_country_id | jurisdiction_emirate_id | service_category_id | portal_url | portal_username_reference | government_remarks | created_at | created_by | updated_at | updated_by"
party_license_statuses,12,"id | license_status_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_license_types,12,"id | license_type_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_licenses,24,"id | license_code | party_id | license_type_id | license_number | license_name | issuing_authority_party_id | issuing_country_id | issuing_emirate_id | issue_date | expiry_date | renewal_required | renewal_notice_days | license_status_id | license_activity_text | license_document_id | is_primary | is_active | remarks | created_at | created_by | updated_at | updated_by | dms_license_document_id"
party_natures,12,"id | nature_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_note_types,12,"id | note_type_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_notes,12,"id | note_code | party_id | note_type_id | note_title | note_body | is_private | follow_up_date | created_at | created_by | updated_at | updated_by"
party_recruitment_agency_profiles,13,"id | party_id | source_country_id | recruitment_category_id | agreement_required | agreement_expiry_date | service_fee_terms | approved_for_hiring | recruitment_remarks | created_at | created_by | updated_at | updated_by"
party_relationship_types,12,"id | relationship_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_relationships,12,"id | parent_party_id | child_party_id | relationship_type_id | effective_from | effective_to | is_active | remarks | created_at | created_by | updated_at | updated_by"
party_risk_ratings,12,"id | risk_rating_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_service_categories_master,13,"id | category_code | category_name_en | category_name_ar | parent_category_id | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_service_category_assignments,10,"id | party_id | service_category_id | is_primary | is_active | remarks | created_at | created_by | updated_at | updated_by"
party_statuses,12,"id | status_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_subcontractor_profiles,16,"id | party_id | subcontractor_category_id | work_category_id | hse_required | insurance_required | prequalification_required | max_contract_value | contract_currency_id | approved_for_site_work | approved_by_hse | subcontractor_remarks | created_at | created_by | updated_at | updated_by"
party_tax_registrations,20,"id | tax_registration_code | party_id | tax_type_id | tax_registration_number | tax_country_id | tax_status_id | effective_from | effective_to | certificate_document_id | reverse_charge_applicable | vat_exempt | is_primary | is_active | remarks | created_at | created_by | updated_at | updated_by | dms_certificate_document_id"
party_tax_statuses,12,"id | tax_status_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_type_assignments,12,"id | party_id | party_type_id | is_primary | is_active | assigned_date | assigned_by | remarks | created_at | created_by | updated_at | updated_by"
party_types,14,"id | type_code | type_name | type_name_ar | description | icon_name | color_token | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
party_vendor_profiles,16,"id | party_id | vendor_category_id | vendor_rating_id | procurement_category_id | payment_term_id | default_currency_id | preferred_vendor | vendor_approval_status_id | can_create_po | requires_comparison | vendor_remarks | created_at | created_by | updated_at | updated_by"
payment_methods,12,"id | method_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
payment_terms,22,"id | term_code | term_name_en | term_name_ar | due_days | advance_percentage | retention_percentage | calculation_notes | description_en | description_ar | notes | is_system | is_locked | is_active | sort_order | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason"
permissions,13,"id | permission_code | permission_name | module_code | action_code | description | is_active | created_at | updated_at | display_name | is_system_permission | is_visible | sort_order"
ports,20,"id | port_code | name_en | name_ar | emirate_id | port_type_code | icao_code | iata_code | is_system | is_locked | is_active | sort_order | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | country_id"
procurement_categories,12,"id | category_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
profit_centers,22,"id | profit_center_code | profit_center_name_en | profit_center_name_ar | profit_center_type_code | parent_profit_center_id | owner_company_id | branch_id | description_en | description_ar | notes | is_system | is_locked | is_active | sort_order | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason"
rate_periods,11,"id | period_name | start_time | end_time | days_of_week | energy_rate_per_kwh | demand_charge_per_kw | season | priority | rate_structure_id | created_at"
rate_structures,9,"id | name | description | effective_from | effective_to | is_active | station_id | created_at | updated_at"
recruitment_agencies,47,"id | agency_code | agency_name_en | agency_name_ar | agency_type_code | agency_category_code | country_id | emirate_id | city_id | area_zone_id | address_line_1 | address_line_2 | po_box | primary_email | primary_phone | primary_mobile | website_url | license_number | license_expiry_date | countries_served | currency_id | payment_term_id | tax_type_id | icv_certificate_number | icv_score_percentage | icv_issue_date | icv_expiry_date | icv_company_type | icv_financial_year_end_date | icv_certification_body | icv_version | icv_status_code | icv_document_path | cicpa_registration_number | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
recruitment_agency_addresses,31,"id | recruitment_agency_id | address_type_code | country_id | emirate_id | city_id | area_zone_id | address_line_1 | address_line_2 | building_name | street_name | po_box | makani_number | latitude | longitude | is_primary | is_billing_address | is_shipping_address | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
recruitment_agency_bank_details,16,"id | recruitment_agency_id | bank_id | bank_account_type_code | account_name | account_number | iban | swift_code | currency_id | is_primary | is_active | notes | created_at | created_by | updated_at | updated_by"
recruitment_agency_contacts,31,"id | recruitment_agency_id | contact_code | contact_name_en | contact_name_ar | designation | department | contact_type_code | email | mobile | phone | whatsapp | is_primary | is_authorized_signatory | is_decision_maker | is_finance_contact | is_operations_contact | preferred_communication_code | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
recruitment_agency_documents,27,"id | recruitment_agency_id | document_type_code | document_name | document_number | issue_date | expiry_date | has_expiry | expiry_reminder_days | file_path | is_required | is_verified | verified_by | verified_at | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
recruitment_categories,12,"id | category_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
role_permissions,4,"id | role_id | permission_id | created_at"
roles,13,"id | role_code | role_name | description | is_system_role | is_active | created_at | updated_at | display_name | role_category | role_level | is_assignable | notes"
sales_regions,12,"id | region_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
shifts,18,"id | shift_date | shift_type | shift_duration | start_time | end_time | station_id | operator_id | import_batch_id | total_kwh | total_amount_jod | handover_status | bank_deposit_date | bank_deposit_reference | bank_deposit_slip | notes | created_at | updated_at"
stations,12,"id | name | station_code | location | address | capacity_kw | installation_date | status | notes | user_id | created_at | updated_at"
