Route,Page file,Sidebar label,Sidebar disabled,Registry perms,Registry globalAdmin,Registry publicToAllActive,Cross-ref status
/,src/app/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/admin/reports/run/[reportCode],src/app/(protected)/admin/reports/run/[reportCode]/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/admin/reports/schedules,src/app/(protected)/admin/reports/schedules/page.tsx,Report Schedules,False,reports.schedule.view|reports.schedule.manage,False,False,has-page; in-registry; in-sidebar
/admin/reports/template-studio,src/app/(protected)/admin/reports/template-studio/page.tsx,,,reports.manage,False,False,has-page; in-registry; not-in-sidebar
/admin/reports/templates,src/app/(protected)/admin/reports/templates/page.tsx,Templates & Branding,False,reports.manage,False,False,has-page; in-registry; in-sidebar
/admin/reports/templates/governance,src/app/(protected)/admin/reports/templates/governance/page.tsx,,,reports.view|reports.manage|reports.template.approve,False,False,has-page; in-registry; not-in-sidebar
/admin/roles,src/app/(protected)/admin/roles/page.tsx,Roles,False,roles.view|roles.manage,False,False,has-page; in-registry; in-sidebar
/admin/roles/record/[id],src/app/(protected)/admin/roles/record/[id]/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/admin/roles/record/new,src/app/(protected)/admin/roles/record/new/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/admin/settings/ai,src/app/(protected)/admin/settings/ai/page.tsx,AI,False,settings.ai.view|settings.ai.manage,False,False,has-page; in-registry; in-sidebar
/admin/settings/branding,src/app/(protected)/admin/settings/branding/page.tsx,App Branding,False,branding.app.view|branding.app.manage|reports.manage,False,False,has-page; in-registry; in-sidebar
/admin/settings/email,src/app/(protected)/admin/settings/email/page.tsx,Email Settings,False,settings.email.view|settings.email.manage,False,False,has-page; in-registry; in-sidebar
/admin/settings/numbering,src/app/(protected)/admin/settings/numbering/page.tsx,Numbering Rules,False,numbering.rules.view|numbering.rules.manage,False,False,has-page; in-registry; in-sidebar
/admin/settings/numbering/record/[id],src/app/(protected)/admin/settings/numbering/record/[id]/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/admin/settings/numbering/record/new,src/app/(protected)/admin/settings/numbering/record/new/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/admin/users,src/app/(protected)/admin/users/page.tsx,Administration,False,users.view,False,False,has-page; in-registry; in-sidebar
/admin/users/record/[id],src/app/(protected)/admin/users/record/[id]/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/admin/users/record/new,src/app/(protected)/admin/users/record/new/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/assistant,src/app/(protected)/assistant/page.tsx,AI Assistant,False,ai.assistant.use|ai.assistant.view|ai.common.admin,False,False,has-page; in-registry; in-sidebar
/change-password-required,src/app/(auth)/change-password-required/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/dashboard,src/app/(protected)/dashboard/page.tsx,Overview,False,dashboard.view,False,False,has-page; in-registry; in-sidebar
/dev/auth-debug,src/app/(protected)/dev/auth-debug/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/dev/performance-qa,src/app/dev/performance-qa/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/dms,src/app/(protected)/dms/page.tsx,Documents,False,dms.documents.view|dms.admin,False,False,has-page; in-registry; in-sidebar
/dms/approvals,src/app/(protected)/dms/approvals/page.tsx,Approval Queue,False,,,,has-page; not-in-registry; in-sidebar
/dms/archive,src/app/(protected)/dms/archive/page.tsx,Archive,False,,,,has-page; not-in-registry; in-sidebar
/dms/documents,src/app/(protected)/dms/documents/page.tsx,All Documents,False,dms.documents.view|dms.admin,False,False,has-page; in-registry; in-sidebar
/dms/documents/record/[id],src/app/(protected)/dms/documents/record/[id]/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/dms/documents/record/new,src/app/(protected)/dms/documents/record/new/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/dms/expiring,src/app/(protected)/dms/expiring/page.tsx,Expiry & Renewals,False,dms.expiry.view|dms.documents.view|dms.admin,False,False,has-page; in-registry; in-sidebar
/dms/inbox,src/app/(protected)/dms/inbox/page.tsx,Upload Inbox,False,dms.documents.upload|dms.documents.view|dms.admin,False,False,has-page; in-registry; in-sidebar
/dms/inbox/batch/[batchCode],src/app/(protected)/dms/inbox/batch/[batchCode]/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/dms/inbox/batches,src/app/(protected)/dms/inbox/batches/page.tsx,Batch Intake,False,dms.documents.upload|dms.documents.view|dms.admin,False,False,has-page; in-registry; in-sidebar
/dms/intake/[sessionCode],src/app/(protected)/dms/intake/[sessionCode]/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/dms/notifications,src/app/(protected)/dms/notifications/page.tsx,Notifications,False,dms.documents.view|dms.admin,False,False,has-page; in-registry; in-sidebar
/dms/renewals,src/app/(protected)/dms/renewals/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/dms/review-queue,src/app/(protected)/dms/review-queue/page.tsx,Review Queue,False,dms.review_queue.view|dms.review_queue.manage|dms.documents.review_ai|dms.admin,False,False,has-page; in-registry; in-sidebar
/forgot-password,src/app/(auth)/forgot-password/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/login,src/app/(auth)/login/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/modules/finance,,Finance & Supply,True,,,,NO-PAGE; not-in-registry; in-sidebar(disabled)
/modules/fleet,,Operations,True,,,,NO-PAGE; not-in-registry; in-sidebar(disabled)
/modules/hse,,HSE,True,,,,NO-PAGE; not-in-registry; in-sidebar(disabled)
/modules/inventory,,Inventory,True,,,,NO-PAGE; not-in-registry; in-sidebar(disabled)
/modules/procurement,,Procurement,True,,,,NO-PAGE; not-in-registry; in-sidebar(disabled)
/modules/workshop,,Workshop,True,,,,NO-PAGE; not-in-registry; in-sidebar(disabled)
/no-access,src/app/(protected)/no-access/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/notifications,src/app/(protected)/notifications/page.tsx,Notifications,False,,False,True,has-page; in-registry; in-sidebar
/profile,src/app/(protected)/profile/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/reset-password,src/app/(auth)/reset-password/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/search,src/app/(protected)/search/page.tsx,AI Search,False,ai.search.use|ai.search.view|ai.common.admin,False,False,has-page; in-registry; in-sidebar
/settings,src/app/(protected)/settings/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/signup,src/app/(auth)/signup/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/start,src/app/(protected)/start/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
/verify/[token],src/app/verify/[token]/page.tsx,,,,,,has-page; not-in-registry; not-in-sidebar
